year,id,old,ndvi
2004,3018,5171.274934,0.517127493
2004,3399,4401.561098,0.44015611
2004,3614,3701.020028,0.370102003
2004,3775,4224.85839,0.422485839
2004,3820,3211.241146,0.321124115
2004,4508,1885.653416,0.188565342
2004,4867,3824.399647,0.382439965
2004,4908,3463.391086,0.346339109
2004,5492,5126.867573,0.512686757
2004,6125,4858.878879,0.485887888
2004,8272,2174.877134,0.217487713
2004,9767,3975.567912,0.397556791
2004,9798,1804.606355,0.180460636
2004,10656,3249.03511,0.324903511
2004,11124,4861.561582,0.486156158
2004,12446,3381.914752,0.338191475
2004,12457,3291.519471,0.329151947
2004,12570,1923.614508,0.192361451
2004,13782,4837.082248,0.483708225
2004,14512,3963.308521,0.396330852
2004,14550,4695.330969,0.469533097
2004,14683,4997.984806,0.499798481
2004,15085,2490.964335,0.249096434
2004,15616,2113.710958,0.211371096
2004,16485,3757.766574,0.375776657
2004,16833,2570.155902,0.25701559
2004,18541,1843.137248,0.184313725
2004,18542,2185.968932,0.218596893
2004,18585,1993.267483,0.199326748
2004,18815,2685.786231,0.268578623
2004,18861,2587.69482,0.258769482
2004,19004,2691.41608,0.269141608
2004,19326,3200.677347,0.320067735
2004,20593,2670.172705,0.267017271
2004,22224,3528.995047,0.352899505
2004,23007,3922.717344,0.392271734
2004,23460,2387.483376,0.238748338
2005,162,2791.824705,0.279182471
2005,509,1986.458089,0.198645809
2005,801,2859.816206,0.285981621
2005,843,3847.324298,0.38473243
2005,899,4230.746285,0.423074629
2005,955,2155.011181,0.215501118
2005,1079,2014.765447,0.201476545
2005,1436,3159.8437,0.31598437
2005,1617,5150.165624,0.515016562
2005,2381,3999.42817,0.399942817
2005,2387,3930.477537,0.393047754
2005,2538,2801.252217,0.280125222
2005,2667,3271.115169,0.327111517
2005,3018,5396.05269,0.539605269
2005,3399,4260.085739,0.426008574
2005,3614,3872.770499,0.38727705
2005,3775,4506.146018,0.450614602
2005,3820,3191.211933,0.319121193
2005,4508,1977.437992,0.197743799
2005,4867,4011.8175,0.40118175
2005,4908,3736.163824,0.373616382
2005,5492,5324.541775,0.532454178
2005,6125,4740.668619,0.474066862
2005,8272,2255.375697,0.22553757
2005,9767,3717.591339,0.371759134
2005,9798,1921.630527,0.192163053
2005,10656,3327.27157,0.332727157
2005,11124,5005.012186,0.500501219
2005,12446,3532.235907,0.353223591
2005,12457,3288.046285,0.328804629
2005,12570,1898.891886,0.189889189
2005,13782,4839.318788,0.483931879
2005,14512,4147.220293,0.414722029
2005,14550,4647.788418,0.464778842
2005,14683,4994.440781,0.499444078
2005,15085,2634.994036,0.263499404
2005,15616,2238.914926,0.223891493
2005,16485,4035.179772,0.403517977
2005,16833,2660.871094,0.266087109
2005,18541,1729.742602,0.17297426
2005,18542,2071.069763,0.207106976
2005,18585,2082.546903,0.20825469
2005,18815,2656.506105,0.265650611
2005,18861,2755.040306,0.275504031
2005,19004,3248.026093,0.324802609
2005,19326,3253.776901,0.32537769
2005,20593,2819.198973,0.281919897
2005,22224,3574.569345,0.357456935
2005,23007,4127.10523,0.412710523
2005,23460,2908.209267,0.290820927
2006,162,2511.935059,0.251193506
2006,509,2222.293674,0.222229367
2006,801,2673.889529,0.267388953
2006,843,3774.254731,0.377425473
2006,899,3138.39002,0.313839002
2006,955,1682.775215,0.168277522
2006,1079,1863.446798,0.18634468
2006,1436,3439.519272,0.343951927
2006,1617,5154.640309,0.515464031
2006,2381,3814.009461,0.381400946
2006,2387,3674.918014,0.367491801
2006,2538,2403.007949,0.240300795
2006,2667,2988.417971,0.298841797
2006,3018,5531.392325,0.553139233
2006,3399,4050.901704,0.40509017
2006,3614,3870.610677,0.387061068
2006,3775,4644.518901,0.46445189
2006,3820,3173.589565,0.317358957
2006,4508,1867.757533,0.186775753
2006,4867,4147.162312,0.414716231
2006,4908,3987.646074,0.398764607
2006,5492,4910.603446,0.491060345
2006,6125,4843.435066,0.484343507
2006,8272,2078.160887,0.207816089
2006,9767,3898.43988,0.389843988
2006,9798,1828.855556,0.182885556
2006,10656,3246.866836,0.324686684
2006,11124,5184.14543,0.518414543
2006,12446,3709.551083,0.370955108
2006,12457,3108.448727,0.310844873
2006,12570,1896.778889,0.189677889
2006,13782,4803.205933,0.480320593
2006,14512,4179.459241,0.417945924
2006,14550,5065.100967,0.506510097
2006,14683,5247.199111,0.524719911
2006,15085,2399.993261,0.239999326
2006,15616,1949.452851,0.194945285
2006,16485,3574.583621,0.357458362
2006,16833,2750.155601,0.27501556
2006,18541,1603.577132,0.160357713
2006,18542,2011.413239,0.201141324
2006,18585,1946.425408,0.194642541
2006,18815,2605.689342,0.260568934
2006,18861,2875.367631,0.287536763
2006,19004,2779.822636,0.277982264
2006,19326,3317.690805,0.331769081
2006,20593,2478.519626,0.247851963
2006,22224,3055.141717,0.305514172
2006,23007,4274.669168,0.427466917
2006,23460,2597.005115,0.259700512
2007,162,2508.206786,0.250820679
2007,509,2307.014199,0.23070142
2007,801,2827.724115,0.282772412
2007,843,4127.50009,0.412750009
2007,899,3478.96441,0.347896441
2007,955,1793.656247,0.179365625
2007,1079,2257.851246,0.225785125
2007,1436,3291.432208,0.329143221
2007,1617,5019.530588,0.501953059
2007,2381,4024.843895,0.40248439
2007,2387,4005.831044,0.400583104
2007,2538,2268.634412,0.226863441
2007,2667,2930.825121,0.293082512
2007,3018,5081.094656,0.508109466
2007,3399,4065.888022,0.406588802
2007,3614,4102.118344,0.410211834
2007,3775,4693.876,0.4693876
2007,3820,2818.151015,0.281815102
2007,4508,2211.966586,0.221196659
2007,4867,4144.65775,0.414465775
2007,4908,3897.546946,0.389754695
2007,5492,4801.61656,0.480161656
2007,6125,4817.640781,0.481764078
2007,8272,2066.824385,0.206682439
2007,9767,3751.141825,0.375114183
2007,9798,2063.790082,0.206379008
2007,10656,3052.92978,0.305292978
2007,11124,4847.046887,0.484704689
2007,12446,3783.447248,0.378344725
2007,12457,3530.838435,0.353083844
2007,12570,2032.472216,0.203247222
2007,13782,4414.580757,0.441458076
2007,14512,3957.658522,0.395765852
2007,14550,4947.413092,0.494741309
2007,14683,5087.560483,0.508756048
2007,15085,2422.531938,0.242253194
2007,15616,2075.597069,0.207559707
2007,16485,3027.602192,0.302760219
2007,16833,2595.591756,0.259559176
2007,18541,1880.847662,0.188084766
2007,18542,2349.35401,0.234935401
2007,18585,2231.325543,0.223132554
2007,18815,2987.201275,0.298720128
2007,18861,2722.187414,0.272218741
2007,19004,2927.914907,0.292791491
2007,19326,3275.872237,0.327587224
2007,20593,2629.014287,0.262901429
2007,22224,2990.434783,0.299043478
2007,23007,4059.079395,0.40590794
2007,23460,2779.224312,0.277922431
2008,162,2434.608327,0.243460833
2008,509,1889.934048,0.188993405
2008,801,2624.340389,0.262434039
2008,843,3836.79014,0.383679014
2008,899,3505.618052,0.350561805
2008,955,1593.606091,0.159360609
2008,1079,1914.535791,0.191453579
2008,1436,3081.504284,0.308150428
2008,1617,4824.820201,0.48248202
2008,2381,3317.02311,0.331702311
2008,2387,3429.45814,0.342945814
2008,2538,2595.463281,0.259546328
2008,2667,3106.335652,0.310633565
2008,3018,5027.571669,0.502757167
2008,3399,3408.4592,0.34084592
2008,3614,3650.415376,0.365041538
2008,3775,4192.915712,0.419291571
2008,3820,2925.123403,0.29251234
2008,4508,1859.764719,0.185976472
2008,4867,3991.326721,0.399132672
2008,4908,3628.878184,0.362887818
2008,5492,5111.801888,0.511180189
2008,6125,4851.532637,0.485153264
2008,8272,2026.360676,0.202636068
2008,9767,3494.183895,0.34941839
2008,9798,1756.744358,0.175674436
2008,10656,3143.489639,0.314348964
2008,11124,5056.072794,0.505607279
2008,12446,3391.510138,0.339151014
2008,12457,3147.958545,0.314795855
2008,12570,1841.151022,0.184115102
2008,13782,4373.784492,0.437378449
2008,14512,3861.297203,0.38612972
2008,14550,4418.49633,0.441849633
2008,14683,4726.637473,0.472663747
2008,15085,2264.095485,0.226409549
2008,15616,1946.612685,0.194661269
2008,16485,2706.921271,0.270692127
2008,16833,2451.552577,0.245155258
2008,18541,1711.385285,0.171138529
2008,18542,1968.152248,0.196815225
2008,18585,1979.482643,0.197948264
2008,18815,2550.770101,0.25507701
2008,18861,2629.011722,0.262901172
2008,19004,2550.319462,0.255031946
2008,19326,2980.741714,0.298074171
2008,20593,2597.40006,0.259740006
2008,22224,3244.780107,0.324478011
2008,23007,3688.110977,0.368811098
2008,23460,2445.80683,0.244580683
2009,162,2501.363209,0.250136321
2009,509,2080.724001,0.2080724
2009,801,2634.824609,0.263482461
2009,843,3981.338536,0.398133854
2009,899,3635.481746,0.363548175
2009,955,1564.74211,0.156474211
2009,1079,1946.295336,0.194629534
2009,1436,3335.585211,0.333558521
2009,1617,5129.522521,0.512952252
2009,2381,3379.163208,0.337916321
2009,2387,3696.164843,0.369616484
2009,2538,2841.454521,0.284145452
2009,2667,3120.457778,0.312045778
2009,3018,5335.652866,0.533565287
2009,3399,3433.772053,0.343377205
2009,3614,3800.705022,0.380070502
2009,3775,4418.274769,0.441827477
2009,3820,2946.964029,0.294696403
2009,4508,1816.445216,0.181644522
2009,4867,4012.949256,0.401294926
2009,4908,3554.618039,0.355461804
2009,5492,5163.113501,0.51631135
2009,6125,4943.595981,0.494359598
2009,8272,2128.778971,0.212877897
2009,9767,4066.534587,0.406653459
2009,9798,1718.629924,0.171862992
2009,10656,3340.373476,0.334037348
2009,11124,5110.0957,0.51100957
2009,12446,3628.022996,0.3628023
2009,12457,3340.883256,0.334088326
2009,12570,1904.244193,0.190424419
2009,13782,4936.441018,0.493644102
2009,14512,4021.703865,0.402170387
2009,14550,4819.898006,0.481989801
2009,14683,5235.361618,0.523536162
2009,15085,2240.928133,0.224092813
2009,15616,1943.68325,0.194368325
2009,16485,2752.997428,0.275299743
2009,16833,2710.967999,0.2710968
2009,18541,1618.505875,0.161850588
2009,18542,1878.577466,0.187857747
2009,18585,2164.215831,0.216421583
2009,18815,2781.948899,0.27819489
2009,18861,2772.175286,0.277217529
2009,19004,2700.794978,0.270079498
2009,19326,3277.956985,0.327795699
2009,20593,2744.578804,0.27445788
2009,22224,3241.376207,0.324137621
2009,23007,4053.226843,0.405322684
2009,23460,2476.131789,0.247613179
2010,162,2745.275332,0.274527533
2010,509,2091.609234,0.209160923
2010,801,2592.690053,0.259269005
2010,843,3905.777039,0.390577704
2010,899,3649.63016,0.364963016
2010,955,1608.792801,0.16087928
2010,1079,1748.581847,0.174858185
2010,1436,3202.582088,0.320258209
2010,1617,4836.514282,0.483651428
2010,2381,3232.332161,0.323233216
2010,2387,3398.541378,0.339854138
2010,2538,2857.632706,0.285763271
2010,2667,3179.248696,0.31792487
2010,3018,5105.154619,0.510515462
2010,3399,3233.803924,0.323380392
2010,3614,3723.242422,0.372324242
2010,3775,4257.370212,0.425737021
2010,3820,3000.537813,0.300053781
2010,4508,1666.322345,0.166632235
2010,4867,3758.908471,0.375890847
2010,4908,3143.182133,0.314318213
2010,5492,4949.842247,0.494984225
2010,6125,4997.207742,0.499720774
2010,8272,2257.939213,0.225793921
2010,9767,3760.29165,0.376029165
2010,9798,1512.733512,0.151273351
2010,10656,3229.082772,0.322908277
2010,11124,4998.891197,0.49988912
2010,12446,3430.088593,0.343008859
2010,12457,3157.665794,0.315766579
2010,12570,1751.327831,0.175132783
2010,13782,4919.602731,0.491960273
2010,14512,3922.07637,0.392207637
2010,14550,4538.320919,0.453832092
2010,14683,4966.579429,0.496657943
2010,15085,2372.973997,0.2372974
2010,15616,1827.31677,0.182731677
2010,16485,2795.924772,0.279592477
2010,16833,2644.206085,0.264420609
2010,18541,1817.906875,0.181790688
2010,18542,2031.289393,0.203128939
2010,18585,2037.596709,0.203759671
2010,18815,2612.938093,0.261293809
2010,18861,2610.253256,0.261025326
2010,19004,2693.429368,0.269342937
2010,19326,3091.48472,0.309148472
2010,20593,2928.006944,0.292800694
2010,22224,3234.697578,0.323469758
2010,23007,3777.968589,0.377796859
2010,23460,2476.268994,0.247626899
2011,162,2108.364959,0.210836496
2011,509,1814.807579,0.181480758
2011,801,2754.605716,0.275460572
2011,843,4020.073106,0.402007311
2011,899,3199.508572,0.319950857
2011,955,1784.421496,0.17844215
2011,1079,1849.435768,0.184943577
2011,1436,3211.222015,0.321122202
2011,1617,4704.738853,0.470473885
2011,2381,3251.607008,0.325160701
2011,2387,3346.641544,0.334664154
2011,2538,2050.442029,0.205044203
2011,2667,2209.453527,0.220945353
2011,3018,5338.225951,0.533822595
2011,3399,3189.727638,0.318972764
2011,3614,3859.503237,0.385950324
2011,3775,4651.667706,0.465166771
2011,3820,2759.161835,0.275916184
2011,4508,1721.050295,0.17210503
2011,4867,3422.641499,0.34226415
2011,4908,2919.877881,0.291987788
2011,5492,5038.975291,0.503897529
2011,6125,4878.600078,0.487860008
2011,8272,1631.067418,0.163106742
2011,9767,3217.394125,0.321739413
2011,9798,1479.885037,0.147988504
2011,10656,3228.373741,0.322837374
2011,11124,4663.909833,0.466390983
2011,12446,3571.530028,0.357153003
2011,12457,3381.319099,0.33813191
2011,12570,1928.711484,0.192871148
2011,13782,4765.014754,0.476501475
2011,14512,3792.48908,0.379248908
2011,14550,4998.332574,0.499833257
2011,14683,5264.21602,0.526421602
2011,15085,1938.196517,0.193819652
2011,15616,2151.518344,0.215151834
2011,16485,2497.565669,0.249756567
2011,16833,2519.739891,0.251973989
2011,18541,1604.529665,0.160452967
2011,18542,1908.076733,0.190807673
2011,18585,1871.572523,0.187157252
2011,18815,2482.384116,0.248238412
2011,18861,2649.891232,0.264989123
2011,19004,2699.178675,0.269917868
2011,19326,2771.600639,0.277160064
2011,20593,2146.160628,0.214616063
2011,22224,3364.13076,0.336413076
2011,23007,4071.160986,0.407116099
2011,23460,2674.016248,0.267401625
2012,162,2377.014738,0.237701474
2012,509,1663.450059,0.166345006
2012,801,2850.730624,0.285073062
2012,843,4171.124206,0.417112421
2012,899,3342.236654,0.334223665
2012,955,1668.450924,0.166845092
2012,1079,1920.53468,0.192053468
2012,1436,3449.70073,0.344970073
2012,1617,4777.051454,0.477705145
2012,2381,3818.835478,0.381883548
2012,2387,3925.268328,0.392526833
2012,2538,2530.389358,0.253038936
2012,2667,2051.889469,0.205188947
2012,3018,5328.872323,0.532887232
2012,3399,3827.063363,0.382706336
2012,3614,3980.68825,0.398068825
2012,3775,4534.475986,0.453447599
2012,3820,2793.635248,0.279363525
2012,4508,1865.67045,0.186567045
2012,4867,3724.037289,0.372403729
2012,4908,3351.43541,0.335143541
2012,5492,3671.227013,0.367122701
2012,6125,3890.911975,0.389091198
2012,8272,1678.016136,0.167801614
2012,9767,3113.110459,0.311311046
2012,9798,1656.370725,0.165637073
2012,10656,3256.756231,0.325675623
2012,11124,4882.974296,0.48829743
2012,12446,3702.036272,0.370203627
2012,12457,3487.94566,0.348794566
2012,12570,1979.671704,0.19796717
2012,13782,4711.097473,0.471109747
2012,14512,4025.48453,0.402548453
2012,14550,5056.587097,0.50565871
2012,14683,4789.486717,0.478948672
2012,15085,2009.295044,0.200929504
2012,15616,2048.939274,0.204893927
2012,16485,2741.96716,0.274196716
2012,16833,2642.786046,0.264278605
2012,18541,2045.341476,0.204534148
2012,18542,2366.299677,0.236629968
2012,18585,2228.827765,0.222882777
2012,18815,2986.062055,0.298606206
2012,18861,2864.493822,0.286449382
2012,19004,2628.189469,0.262818947
2012,19326,2970.694664,0.297069466
2012,20593,2175.952899,0.21759529
2012,22224,2774.653275,0.277465328
2012,23007,3009.613947,0.300961395
2012,23460,2139.670829,0.213967083
2013,162,2633.589167,0.263358917
2013,509,1908.392333,0.190839233
2013,801,2738.808408,0.273880841
2013,843,3870.196685,0.387019669
2013,899,3506.525592,0.350652559
2013,955,1592.579626,0.159257963
2013,1079,1884.894516,0.188489452
2013,1436,3182.2721,0.31822721
2013,1617,4224.767943,0.422476794
2013,2381,3290.305424,0.329030542
2013,2387,3389.200425,0.338920043
2013,2538,2390.545425,0.239054543
2013,2667,1989.662995,0.1989663
2013,3018,5181.176516,0.518117652
2013,3399,3238.756835,0.323875684
2013,3614,3797.535909,0.379753591
2013,3775,4525.538495,0.45255385
2013,3820,2724.379518,0.272437952
2013,4508,1837.820215,0.183782022
2013,4867,2542.123799,0.25421238
2013,4908,2222.297777,0.222229778
2013,5492,2993.328396,0.29933284
2013,6125,3083.589624,0.308358962
2013,8272,1657.894678,0.165789468
2013,9767,3588.411803,0.35884118
2013,9798,1570.841649,0.157084165
2013,10656,3478.755222,0.347875522
2013,11124,4945.176212,0.494517621
2013,12446,3470.94024,0.347094024
2013,12457,3213.416237,0.321341624
2013,12570,1875.537549,0.187553755
2013,13782,4179.287553,0.417928755
2013,14512,4065.83006,0.406583006
2013,14550,4731.824186,0.473182419
2013,14683,3942.302738,0.394230274
2013,15085,1992.706924,0.199270692
2013,15616,1911.954805,0.191195481
2013,16485,2662.389206,0.266238921
2013,16833,2713.233513,0.271323351
2013,18541,1797.58438,0.179758438
2013,18542,2094.275239,0.209427524
2013,18585,1829.910114,0.182991011
2013,18815,2529.612586,0.252961259
2013,18861,2765.251716,0.276525172
2013,19004,2615.814148,0.261581415
2013,19326,3123.738037,0.312373804
2013,20593,2045.327295,0.20453273
2013,22224,3238.425314,0.323842531
2013,23007,2420.034867,0.242003487
2013,23460,1649.77164,0.164977164
2014,162,2608.323508,0.260832351
2014,509,2116.216069,0.211621607
2014,801,3195.854464,0.319585446
2014,843,3986.095468,0.398609547
2014,899,3598.63658,0.359863658
2014,955,2128.620162,0.212862016
2014,1079,2440.864067,0.244086407
2014,1436,3323.1563,0.33231563
2014,1617,3954.366558,0.395436656
2014,2381,3487.170319,0.348717032
2014,2387,3459.885456,0.345988546
2014,2538,2422.370268,0.242237027
2014,2667,2052.94029,0.205294029
2014,3018,5255.811349,0.525581135
2014,3399,3383.800891,0.338380089
2014,3614,4248.972234,0.424897223
2014,3775,4972.837571,0.497283757
2014,3820,2800.328781,0.280032878
2014,4508,2440.088302,0.24400883
2014,4867,2308.884946,0.230888495
2014,4908,2013.211969,0.201321197
2014,5492,3216.035974,0.321603597
2014,6125,3142.54144,0.314254144
2014,8272,1892.731503,0.18927315
2014,9767,3696.436069,0.369643607
2014,9798,2201.714396,0.22017144
2014,10656,3519.256107,0.351925611
2014,11124,4836.602129,0.483660213
2014,12446,3886.225521,0.388622552
2014,12457,3481.072585,0.348107259
2014,12570,2374.507324,0.237450732
2014,13782,3599.541987,0.359954199
2014,14512,4227.097174,0.422709717
2014,14550,5340.13801,0.534013801
2014,14683,4352.453008,0.435245301
2014,15085,2178.375917,0.217837592
2014,15616,2543.029174,0.254302917
2014,16485,2902.155846,0.290215585
2014,16833,2753.127196,0.27531272
2014,18541,1818.994403,0.18189944
2014,18542,2172.551685,0.217255169
2014,18585,2019.857881,0.201985788
2014,18815,2705.87304,0.270587304
2014,18861,3034.055606,0.303405561
2014,19004,3015.142995,0.3015143
2014,19326,3519.532084,0.351953208
2014,20593,2210.353865,0.221035387
2014,22224,3633.2695,0.36332695
2014,23007,3158.502625,0.315850263
2014,23460,2337.34918,0.233734918
2015,162,3039.282517,0.303928252
2015,509,2743.771445,0.274377145
2015,801,3094.327949,0.309432795
2015,843,4188.856218,0.418885622
2015,899,3932.852871,0.393285287
2015,955,1837.72633,0.183772633
2015,1079,2229.673251,0.222967325
2015,1436,3457.690257,0.345769026
2015,1617,3763.723136,0.376372314
2015,2381,3728.426265,0.372842627
2015,2387,3659.196792,0.365919679
2015,2538,2970.828412,0.297082841
2015,2667,2420.533913,0.242053391
2015,3018,4947.797894,0.494779789
2015,3399,3609.81871,0.360981871
2015,3614,4055.63985,0.405563985
2015,3775,4901.531873,0.490153187
2015,3820,2285.570146,0.228557015
2015,4508,2132.042382,0.213204238
2015,4867,2471.383113,0.247138311
2015,4908,2400.213086,0.240021309
2015,5492,3042.457831,0.304245783
2015,6125,3213.954458,0.321395446
2015,8272,2155.04342,0.215504342
2015,9767,3571.019775,0.357101978
2015,9798,1993.749245,0.199374925
2015,10656,3528.639985,0.352863999
2015,11124,4921.637615,0.492163762
2015,12446,3861.742108,0.386174211
2015,12457,3654.320827,0.365432083
2015,12570,2214.903278,0.221490328
2015,13782,3510.899702,0.35108997
